,store_name,branch,area,tel,address,latitude,longitude,category,review_cnt,big_cate,mean_score,store,lifestyle,ratio,map_lifestyle,detail_lifestyle
4603,1인1잔,,서울은평구,02-355-1111,서울특별시 은평구 진관동 9992-9991,37.640972,126.937943,한옥카페|카페,4,카페,4,972,커피 한잔의 낭만파,0.253199995,한옥 갬성 카페,한옥 감성 느끼고 싶다면 여기로!
4604,빅플,증평점,충북증평군,,충청북도 증평군 증평읍 중동리 61-14,36.784804,127.583068,커피|카페,1,카페,3,198690,커피 한잔의 낭만파,0.252799988,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4608,뚜레쥬르,,전북익산시,063-838-5958,전라북도 익산시 부송동,35.960012,126.997859,베이커리,1,카페,3,115943,커피 한잔의 낭만파,0.252600014,빵투어 한번 갈까요?,빵투어 한번 갈까요?
4610,비네뜨,,강원춘천시,033-264-1215,강원도 춘천시 석사동 130-85,37.855057,127.7488,라떼|카페,1,카페,3,196274,커피 한잔의 낭만파,0.252400011,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4614,스타벅스,,경기수원시장안구,031-292-7571,경기도 수원시 장안구 율전동 285-6,37.298913,126.97157,초콜릿|카페,1,카페,4,243600,커피 한잔의 낭만파,0.251300007,디저트 뿌수러가자~,프랜차이즈 카페모음
4620,비비커피,,경기용인시기흥구,010-5283-0937,경기도 용인시 기흥구 보라동 138 민속프라자 1층,37.254586,127.119647,밀크티|카페,1,카페,4,196688,커피 한잔의 낭만파,0.25029999,분위기 좋은 카페 여기있지~,"밀크티,홍차 왤케 맛있지?!"
4622,스페이스모임,,서울중구,02-2135-1005,서울특별시 종로구 사간동 51,37.578125,126.980605,루프탑|카페,1,카페,5,245019,커피 한잔의 낭만파,0.249799997,분위기 좋은 루프탑 카페,분위기 좋은 루프탑 카페를 찾는다면 여기지~
4623,스트릿츄러스,,경기성남시분당구,031-706-1127,경기도 성남시 분당구 야탑동 341,37.412854,127.128411,츄러스|디저트카페,1,카페,3,244806,커피 한잔의 낭만파,0.249699995,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4624,37.5,동탄점,경기화성시,031-376-3750,경기도 화성시 영천동 413-3,37.206155,127.09331,브런치|카페,2,카페,5,2134,커피 한잔의 낭만파,0.249599993,브런치는 여기서~,오늘은 브런치 어때?
4625,뱅센느,,서울서대문구,02-336-3279,서울시 서대문구 연희동 129-1,37.56824,126.929184,팬케이크|카페,3,카페,3.666666667,174604,커피 한잔의 낭만파,0.249300003,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
4626,메가커피,전북도청점,전북전주시완산구,063-222-8859,전라북도 전주시 완산구 효자동2가 1155-2,35.815537,127.107253,커피|카페,1,카페,4,141872,커피 한잔의 낭만파,0.2491,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4628,그집커피,,경남진주시,,경상남도 진주시 평안동 184,35.197274,128.083362,카페|커피,1,카페,5,45599,커피 한잔의 낭만파,0.248899996,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4629,벤투로사,,경기김포시,070-7778-9089,경기도 김포시 대곶면 대명리 484-1,37.642527,126.546685,갤러리카페|브런치,1,카페,2,177527,커피 한잔의 낭만파,0.248699993,브런치는 여기서~,오늘은 브런치 어때?
4630,오아자,,대구수성구,010-8619-9633,대구광역시 수성구 범어동 153-11,35.860019,128.633743,카페|커피,1,카페,4,294325,커피 한잔의 낭만파,0.248500004,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4631,알몽케이크,,경기고양시일산서구,070-4067-1115,경기도 고양시 일산서구 대화동 2172-4 1층,37.6865,126.78,마카롱|케이크,2,카페,4,266072,커피 한잔의 낭만파,0.248300001,달달한거 먹고싶으면 여기로~,달달한게 땡긴다? 여기로 가자!
4632,봉꾸라주,,제주서귀포시,070-8866-1229,제주특별자치도 서귀포시 강정동 152-3 1층,33.254306,126.505794,디저트|카페,1,카페,4,186093,커피 한잔의 낭만파,0.248300001,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4633,에디토,,경남양산시,055-912-0770,경상남도 양산시 북부동 462-54,35.344986,129.035326,홍차|카페,1,카페,2,276623,커피 한잔의 낭만파,0.248199999,분위기 좋은 카페 여기있지~,"밀크티,홍차 왤케 맛있지?!"
4634,무상킹,,서울마포구,02-3142-1777,서울특별시 마포구 합정동 414,37.549491,126.914525,디저트카페|카페,2,카페,3.5,152878,커피 한잔의 낭만파,0.248199999,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4639,더닐크팩토리카페,,서울강남구,02-2039-0821,서울특별시 강남구 신사동 521-22,37.520487,127.021181,비건|카페,2,카페,4,89222,커피 한잔의 낭만파,0.247199997,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
4644,아인스크레페,,부산중구,010-4216-9116,부산광역시 중구 광복동2가 18-3,35.098843,129.035446,크레페|디저트,2,카페,4,262852,커피 한잔의 낭만파,0.245800003,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4645,아임홈,,경기하남시,070-8840-1143,경기도 하남시 망월동 864-5,37.575405,127.191702,브런치카페|카페,1,카페,5,262932,커피 한잔의 낭만파,0.245700002,브런치는 여기서~,오늘은 브런치 어때?
4650,몽르베,,경기용인시수지구,031-261-1252,경기도 용인시 수지구 고기동 689-36,37.360808,127.034718,베이커리카페|카페,1,카페,4,151659,커피 한잔의 낭만파,0.245100006,빵투어 한번 갈까요?,빵투어 한번 갈까요?
4651,엘아이티,,대구중구,070-8808-7772,대구광역시 중구 삼덕동3가 201,35.865208,128.608331,카페|누텔라,2,카페,4,278644,커피 한잔의 낭만파,0.244800001,분위기 좋은 카페 여기있지~,맛있는 디저트로 완벽하게 마무리 가즈아~
4652,그루비,,서울마포구,02-332-5056,서울특별시 마포구 연남동 493-12,37.5616,126.92,카페,1,카페,5,44671,커피 한잔의 낭만파,0.244499996,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4655,딜리저트,,경북경산시,053-214-1393,경상북도 경산시 조영동 278-4 옥천고시원 주차장 1층,35.839357,128.754555,디저트|요거트케익,1,카페,3,112071,커피 한잔의 낭만파,0.244100004,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
4659,댕규리네감귤해수족욕카페,,제주서귀포시,064-738-8500,제주특별자치도 서귀포시 하예동 580,33.237174,126.388016,이색카페|카페,2,카페,4.5,88741,커피 한잔의 낭만파,0.243799999,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
4662,더치480,,경기의정부시,070-4232-0480,경기도 의정부시 의정부동 378-3,37.731534,127.048574,더치커피|카페,2,카페,5,91424,커피 한잔의 낭만파,0.243499994,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4663,단순,,서울광진구,010-4191-2395,서울특별시 광진구 구의동 248-8,37.53975,127.085937,카페|밀크티,1,카페,3,77580,커피 한잔의 낭만파,0.243399993,분위기 좋은 카페 여기있지~,"밀크티,홍차 왤케 맛있지?!"
4666,더벤티,뉴코아아울렛 부천점,경기부천시,,경기도 부천시 상동 539-1,37.50412,126.756632,커피|카페,1,카페,4,90119,커피 한잔의 낭만파,0.243399993,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4668,다이스 보드게임 카페,충장점,광주동구,062-236-1109,광주광역시 동구 황금동 91-1,35.146452,126.915871,카페|커피,1,카페,4,76482,커피 한잔의 낭만파,0.243200004,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4670,비치카페 라군,,인천중구,032-751-6881,인천광역시 중구 을왕동 810-194,37.45683,126.369053,cafe,2,카페,4,198155,커피 한잔의 낭만파,0.243100002,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4672,스타벅스,화성향남점,경기화성시,031-366-5483,경기도 화성시 향남읍 행정리 474-8,37.131681,126.922767,커피|카페,1,카페,5,244040,커피 한잔의 낭만파,0.242599994,분위기 좋은 카페 여기있지~,프랜차이즈 카페모음
4675,디저트 뒤 쥬르,,서울노원구,010-6756-5673,서울특별시 노원구 상계동 730-2,37.652385,127.060626,마카롱|카페,4,카페,3.75,111667,커피 한잔의 낭만파,0.241899997,달달한거 먹고싶으면 여기로~,달달한게 땡긴다? 여기로 가자!
4676,끌라시끄,,경기성남시분당구,031-719-1191,경기도 성남시 분당구 정자동 174-1,37.360983,127.10516,수제초콜릿|카페,3,카페,4.333333333,59406,커피 한잔의 낭만파,0.241699994,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4677,스타벅스,BIFC Mall점,부산남구,051-633-8916,부산광역시 남구 문현동 1229-1,35.146795,129.065752,카페|디저트,1,카페,5,244081,커피 한잔의 낭만파,0.241600007,디저트 뿌수러가자~,프랜차이즈 카페모음
4679,브라운홀릭,,서울강남구,02-555-5978,서울시 강남구 역삼동 620-15,37.501101,127.028659,소금커피|카페,4,카페,3.75,194449,커피 한잔의 낭만파,0.241600007,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4680,빽다방,,경기안산시단원구,031-439-4333,경기도 안산시 단원구 고잔동 541,37.317235,126.837481,사라다|카페,2,카페,5,201226,커피 한잔의 낭만파,0.241500005,분위기 좋은 카페 여기있지~,프랜차이즈 카페모음
4682,비브레이브,,제주서귀포시,010-5751-9111,제주특별자치도 서귀포시 서호동 1470,33.252452,126.511772,카페|로스팅,2,카페,4.5,196602,커피 한잔의 낭만파,0.241500005,핸드메이드 커피파는 곳,핸드드롭 커피로 풍미 up~
4686,나폴리아,,강원속초시,033-638-7007,강원도 속초시 장사동 477,38.229991,128.585401,카페|커피,4,카페,3.75,61583,커피 한잔의 낭만파,0.240799993,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4687,순자네다락방,,서울중랑구,02-6013-5070,서울특별시 중랑구 면목동 383-20,37.571958,127.081085,카페,1,카페,4,238109,커피 한잔의 낭만파,0.240700006,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4688,디저트식탁,,서울노원구,02-930-3313,서울특별시 노원구 상계동 602-8,37.6573,127.062,디저트|마카롱,1,카페,3,111837,커피 한잔의 낭만파,0.240600005,달달한거 먹고싶으면 여기로~,달달한게 땡긴다? 여기로 가자!
4689,메이 49-10,,충북청주시흥덕구,043-236-0501,충청북도 청주시 흥덕구 49-10,36.608204,127.355414,카페,2,카페,3.5,142349,커피 한잔의 낭만파,0.240400001,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4690,일곱평,,서울동대문구,02-921-9979,서울특별시 동대문구 제기동 136-160,37.587643,127.03509,브런치카페,1,카페,4,331333,커피 한잔의 낭만파,0.240400001,브런치는 여기서~,오늘은 브런치 어때?
4693,어메이징 테이블,,경기성남시분당구,010-3299-2913,경기도 성남시 분당구 서현동 94,37.379421,127.130151,마카롱|스콘,1,카페,3,272456,커피 한잔의 낭만파,0.239999995,달달한거 먹고싶으면 여기로~,달달한게 땡긴다? 여기로 가자!
4695,공차,,서울동작구,02-825-5087,서울특별시 동작구 흑석동 190-25,37.507263,126.958975,카페,1,카페,3,34098,커피 한잔의 낭만파,0.239700004,분위기 좋은 카페 여기있지~,"밀크티,홍차 왤케 맛있지?!"
4697,이디야커피,충북대소점,충북음성군,043-878-3979,충청북도 음성군 대소면 태생리 79-1,36.965864,127.496817,카페|디저트,1,카페,5,324500,커피 한잔의 낭만파,0.239600003,디저트 뿌수러가자~,프랜차이즈 카페모음
4698,어니스트 하비스트,,서울서초구,02-592-7065,서울특별시 서초구 반포동 68-1 B1,37.499754,126.998991,카페,1,카페,5,271918,커피 한잔의 낭만파,0.239600003,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4699,FUSS,,서울용산구,02-792-1271,서울특별시 용산구 한남동 684-67,37.535696,127.001229,칵테일바|카페,2,카페,4,8472,커피 한잔의 낭만파,0.239500001,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
4703,소울갤러리,,전북완주군,063-241-3466,전라북도 완주군 동상면 수만리 477-1,35.926234,127.273139,갤러리카페|카페,1,카페,3,228908,커피 한잔의 낭만파,0.238199994,갤러리 카페는 어때요?,평소와 다르게 색다른 카페는 어때?!
4704,논탄토,,서울강남구,02-542-0206,서울특별시 강남구 신사동 544-23,37.520914,127.023887,터키식|카페,3,카페,3.333333333,69710,커피 한잔의 낭만파,0.238000005,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
4706,블랙울프,,경기화성시,070-4274-4904,경기도 화성시 651-1322,37.205959,127.112573,자몽|카페,1,카페,4,195570,커피 한잔의 낭만파,0.2377,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4707,더착한커피,,경기고양시일산서구,031-922-1836,경기도 고양시 일산서구 탄현동 1491-5,37.694795,126.771766,카페,2,카페,3.5,91310,커피 한잔의 낭만파,0.2377,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4709,요리숲,,대전서구,042-544-0603,대전광역시 서구 도안동 1100,36.323892,127.346308,카페|컵케이크,1,카페,5,303150,커피 한잔의 낭만파,0.237599999,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
4711,마이그린테이블,,서울관악구,02-876-8220,서울특별시 관악구 봉천동 1674-13,37.479674,126.958708,샌드위치|카페,1,카페,4,129803,커피 한잔의 낭만파,0.237299994,샌드위치 맛집!,"샌드위치, 토스트  맛집!"
4712,디카프리 커피로스터스,,대구동구,053-213-8688,대구광역시 동구 사복동 845-1,35.8753,128.74974,커피|카페,1,카페,4,111928,커피 한잔의 낭만파,0.237100005,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4719,써브웨이,서울숲점,서울성동구,02-499-2900,서울특별시 성동구 성수동1가 656-1066,37.5474,127.045,샌드위치,1,카페,4,256994,커피 한잔의 낭만파,0.235799998,샌드위치 맛집!,"샌드위치, 토스트  맛집!"
4722,베버리지 랩,,서울중구,070-7797-8055,서울시 종로구 청진동 62-2,37.571782,126.981666,커피|카페,1,카페,3,176676,커피 한잔의 낭만파,0.235400006,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4730,노벨커피,,대구중구,,대구광역시 중구 계산동2가 245-2,35.86677,128.591372,카페|더치커피,1,카페,3,68870,커피 한잔의 낭만파,0.234599993,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4731,아마랑뜨,,경북경산시,010-8233-6247,경상북도 경산시 중방동 818-176,35.823796,128.731827,마카롱|디저트,1,카페,5,260534,커피 한잔의 낭만파,0.234599993,달달한거 먹고싶으면 여기로~,달달한게 땡긴다? 여기로 가자!
4732,아리츠,,대구중구,070-4046-2755,대구광역시 중구 남성로 89-4,35.867389,128.591819,커피|카페,1,카페,4,260479,커피 한잔의 낭만파,0.234500006,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4734,더베이커스테이블,,서울중구,02-6456-8631,서울특별시 중구 남대문로5가 541 서울스퀘어 지하1층,37.555523,126.973861,브런치|베이커리,5,카페,3.4,89952,커피 한잔의 낭만파,0.234099999,브런치는 여기서~,빵투어 한번 갈까요?
4736,묘사서울,,서울성동구,070-7576-0840,서울특별시 성동구 성수동1가 685-486 2층,37.547832,127.039747,커피|카페,1,카페,5,152006,커피 한잔의 낭만파,0.233400002,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4737,아눅베이커스,,대구수성구,010-8005-8080,대구광역시 수성구 범어동 592-7,35.8563,128.627,베이커리카페|카페,1,카페,4,258958,커피 한잔의 낭만파,0.2333,빵투어 한번 갈까요?,빵투어 한번 갈까요?
4739,레지스탕스,,서울서대문구,02-363-8337,서울특별시 서대문구 냉천동 242,37.567205,126.964947,카페,1,카페,5,121353,커피 한잔의 낭만파,0.232500002,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4741,이브닝,,전남여수시,061-685-8032,전라남도 여수시 학동 88-8,34.757951,127.666549,커피|카페,1,카페,4,326030,커피 한잔의 낭만파,0.232099995,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4745,성북동빵공장,,서울성북구,02-762-3450,서울특별시 성북구 성북동 330-105,37.595865,126.988577,빵집|카페,10,카페,3.4,223208,커피 한잔의 낭만파,0.230599999,빵투어 한번 갈까요?,빵투어 한번 갈까요?
4746,중경삼림,,서울마포구,02-322-0269,서울특별시 마포구 서교동 397-5,37.550366,126.917953,술집|요리주점,2,술,4.166666667,358451,"저녁시간, 가족과 오붓하게파",0.230199993,술마시기 좋은 곳,분위기에 취한다~
4747,고센,,서울강남구,02-515-1863,서울시 강남구 청담동 88-23,37.525267,127.04145,인절미|카페,2,카페,2,28833,커피 한잔의 낭만파,0.230000004,분위기 좋은 카페 여기있지~,맛있는 디저트로 완벽하게 마무리 가즈아~
4750,빌리엔젤,,경기성남시분당구,031-715-6257,경기도 성남시 분당구 수내동 13-3,37.3787,127.115,케이크|카페,1,카페,2,199218,커피 한잔의 낭만파,0.229100004,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
4751,그린듀드,,대구달서구,070-8858-3095,대구광역시 달서구 대곡동 1063-2,35.804633,128.529103,인절미쑥케익|카페,1,카페,4,44885,커피 한잔의 낭만파,0.228599995,디저트 뿌수러가자~,케이크 뿌수러 같이 안갈래?!
4752,보드멜 마카롱,,서울강서구,010-8326-1166,서울특별시 강서구 마곡동 746-1 1201동 101호,37.559199,126.823251,마카롱,2,카페,4.5,179915,커피 한잔의 낭만파,0.228499994,달달한거 먹고싶으면 여기로~,달달한게 땡긴다? 여기로 가자!
4754,스타벅스,압구정점,서울강남구,02-541-3306,서울특별시 강남구 신사동 609,37.526326,127.029545,슈크림|카페,1,카페,5,243627,커피 한잔의 낭만파,0.228200004,분위기 좋은 카페 여기있지~,프랜차이즈 카페모음
4755,산토리니커피,,서울중구,02-722-0932,서울특별시 종로구 종로1가 24,37.5705,126.98,카페|커피,1,카페,3,208000,커피 한잔의 낭만파,0.228100002,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4756,예담카페,,강원춘천시,033-912-9129,강원도 춘천시 효자동 601-11,37.875092,127.73677,한옥카페|카페,1,카페,4,284967,커피 한잔의 낭만파,0.228,한옥 갬성 카페,한옥 감성 느끼고 싶다면 여기로!
4757,뮤지키사운드,,서울송파구,02-3012-0903,서울특별시 송파구 거여동 24-6,37.494365,127.144014,로스터리카페|카페,1,카페,4,155478,커피 한잔의 낭만파,0.228,핸드메이드 커피파는 곳,핸드드롭 커피로 풍미 up~
4758,산자락에,,인천연수구,032-816-9090,인천광역시 연수구 동춘동 1117-2,37.414004,126.671426,카페|디저트,1,카페,4,207240,커피 한잔의 낭만파,0.227899998,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4760,더홈서울,,서울성북구,010-6241-4025,서울특별시 성북구 삼선동5가 357,37.588855,127.017413,한옥카페|카페,1,카페,4,92394,커피 한잔의 낭만파,0.227899998,한옥 갬성 카페,한옥 감성 느끼고 싶다면 여기로!
4762,와플대학,,서울중구,02-743-9914,서울특별시 종로구 동숭동 1-61,37.5819,127.003,와플|디저트,5,카페,3.8,299975,커피 한잔의 낭만파,0.227799997,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4763,메타포션커피플랜트,,울산남구,052-223-5679,울산광역시 남구 무거동 162-5,35.55124,129.269625,커피|카페,1,카페,3,142775,커피 한잔의 낭만파,0.227799997,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4765,래빗비,,서울강북구,070-8883-0259,서울특별시 강북구 수유3동 192-95,37.640047,127.025486,토스트|카페,1,카페,4,120105,커피 한잔의 낭만파,0.227799997,샌드위치 맛집!,"샌드위치, 토스트  맛집!"
4766,뜰안,,서울중구,02-745-7420,서울시 종로구 익선동 166-76,37.573643,126.9894,전통찻집|카페,2,카페,5,117390,커피 한잔의 낭만파,0.227799997,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
4770,더벤티,면목역점,서울중랑구,02-435-3967,서울특별시 중랑구 면목동 105-8,37.588472,127.088799,커피|카페,1,카페,5,90118,커피 한잔의 낭만파,0.227300003,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4776,서브웨이,,충남천안시서북구,041-555-2992,충청남도 천안시 서북구 두정동 974,36.83397,127.135136,미트볼|샌드위치,2,카페,5,217532,커피 한잔의 낭만파,0.226699993,샌드위치 맛집!,"샌드위치, 토스트  맛집!"
4780,더엑스엑스커피,,충남천안시동남구,041-554-0717,충청남도 천안시 동남구 청당동 934,36.781984,127.161121,베이글|카페,1,카페,5,90831,커피 한잔의 낭만파,0.226300001,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4781,34번가,,경기김포시,031-988-1870,경기도 김포시 장기동 1870-34,37.650507,126.660932,카페,1,카페,5,2017,커피 한잔의 낭만파,0.225799993,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4786,미스터힐링,,경기수원시팔달구,031-236-4004,경기도 수원시 팔달구 인계동 1114-10,37.265897,127.033921,이색카페|카페,1,카페,4,159989,커피 한잔의 낭만파,0.2245,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
4787,귀천,,서울중구,02-3210-2288,서울시 종로구 관훈동 83,37.574801,126.984905,찻집|카페,1,카페,4,43677,커피 한잔의 낭만파,0.224399999,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
4789,마테호른,,전북전주시완산구,063-242-7285,전라북도 전주시 완산구 효자동2가 1155-6,35.815536,127.108351,라클렛|치즈카페,2,카페,5,130691,커피 한잔의 낭만파,0.223900005,분위기 좋은 카페 여기있지~,맛있는 디저트로 완벽하게 마무리 가즈아~
4790,모두막,,서울마포구,02-6082-0434,서울특별시 마포구 서교동 332-30,37.555617,126.926168,이색카페|카페,1,카페,5,148662,커피 한잔의 낭만파,0.223900005,분위기 좋은 카페 여기있지~,평소와 다르게 색다른 카페는 어때?!
4793,웨스트110,,대구중구,053-254-0110,대구광역시 중구 남성로 2-1,35.869542,128.587609,플라워카페|카페,1,카페,4,314396,커피 한잔의 낭만파,0.223000005,꽃도 보고 커피도 마시고~,평소와 다르게 색다른 카페는 어때?!
4796,나쿠펜다,,경기수원시영통구,031-202-8879,경기도 수원시 영통구 영통동 1034-5,37.25246,127.077819,브런치카페|카페,1,카페,4,61516,커피 한잔의 낭만파,0.222000003,브런치는 여기서~,오늘은 브런치 어때?
4797,숲길forestway,,경기하남시,010-4055-3647,경기도 하남시 상산곡동 2-5,37.503734,127.238332,카페|디저트,1,카페,5,239442,커피 한잔의 낭만파,0.221599996,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4798,머치커피,,서울동작구,010-3046-2726,서울특별시 동작구 사당동 1026-35 1층,37.480611,126.979097,커피|카페,2,카페,4.5,140886,커피 한잔의 낭만파,0.221399993,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4799,메르센트,,경북영덕군,054-732-0813,경상북도 영덕군 병곡면 병곡리 24 메르센트 리조트 카페,36.603701,129.414916,카페,1,카페,2,141993,커피 한잔의 낭만파,0.221000001,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4800,선리버,,경기남양주시,031-577-2948,경기도 남양주시 와부읍 팔당리 775,37.555741,127.2362,카페,3,카페,4,220640,커피 한잔의 낭만파,0.221000001,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4801,엔제리너스,제주공항2호점,제주제주시,064-749-8913,제주특별자치도 제주시 용담2동 2002 제주공항 1층,33.516815,126.50312,샌드위치|카페,1,카페,3,278012,커피 한잔의 낭만파,0.221000001,샌드위치 맛집!,"샌드위치, 토스트  맛집!"
4802,엘피스,,서울서대문구,02-313-9199,서울특별시 서대문구 창천동 47-39,37.5592,126.938,카페,1,카페,2,278711,커피 한잔의 낭만파,0.220899999,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4803,가치커피,,전남여수시,010-6714-7000,전라남도 여수시 신기동 60-4,34.7612,127.67,바닐라라떼|카페,1,카페,5,15272,커피 한잔의 낭만파,0.220799997,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4804,에티오피아,,부산부산진구,051-815-5454,부산광역시 부산진구 부전동 223-1,35.154037,129.062119,핸드드립|카페,1,카페,2,277520,커피 한잔의 낭만파,0.220699996,핸드메이드 커피파는 곳,핸드드롭 커피로 풍미 up~
4805,무브온 커피,,경북영덕군,010-9388-1189,경상북도 영덕군 강구면 금진리 31-26,36.38237,129.405622,카페|디저트,1,카페,1,152827,커피 한잔의 낭만파,0.220599994,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4808,이성당,,서울송파구,02-3213-4646,서울시 송파구 신천동 29 제2롯데월드 쇼핑몰 6층,37.513555,127.103817,야채빵|카페,4,카페,4.5,326910,커피 한잔의 낭만파,0.220300004,빵투어 한번 갈까요?,빵투어 한번 갈까요?
4810,서귀피안,,제주서귀포시,010-3395-3707,제주특별자치도 서귀포시 서호동 153-8,33.247756,126.528944,카페|맥주,1,카페,4,216851,커피 한잔의 낭만파,0.220100001,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4811,놀숲,,서울서대문구,070-4145-6000,서울특별시 서대문구 창천동 45-1,37.558501,126.938381,만화카페|북카페,1,카페,2,70645,커피 한잔의 낭만파,0.219899997,아늑한 북카페~,평소와 다르게 색다른 카페는 어때?!
4814,에스커피,,경기수원시팔달구,031-242-9861,경기도 수원시 팔달구 팔달로3가 28-5,37.27578,127.017362,카페,1,카페,3,277032,커피 한잔의 낭만파,0.218999997,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
4815,스퀘어루트,,강원고성군,033-681-0604,강원도 고성군 죽왕면 가진리 275,38.3752,128.506,루프탑|카페,2,카페,3.5,243235,커피 한잔의 낭만파,0.217999995,분위기 좋은 루프탑 카페,분위기 좋은 루프탑 카페를 찾는다면 여기지~
4818,유니콘젤라또,,서울중구,02-725-1601,서울특별시 종로구 팔판동 160,37.581394,126.9807,젤라또|카페,1,카페,4,315950,커피 한잔의 낭만파,0.216800004,분위기 좋은 카페 여기있지~,맛있는 디저트로 완벽하게 마무리 가즈아~
4823,녹사,,서울용산구,02-749-7495,서울특별시 용산구 이태원동 34-28,37.533491,126.990128,카페|커피,1,카페,4,69316,커피 한잔의 낭만파,0.215800002,분위기 좋은 카페 여기있지~,커피가 맛있는 카페!
4828,비해피,,서울광진구,02-455-1127,서울특별시 광진구 구의3동 199-18,37.5399,127.09482,북카페|카페,1,카페,4,198422,커피 한잔의 낭만파,0.2148,아늑한 북카페~,평소와 다르게 색다른 카페는 어때?!
4829,모노치즈,순천점,전남순천시,061-722-1668,전라남도 순천시 연향동 1668-4,34.933339,127.514451,베이글|카페,1,카페,4,148346,커피 한잔의 낭만파,0.214300007,디저트 뿌수러가자~,맛있는 디저트로 완벽하게 마무리 가즈아~
4833,와줘서고마워,,서울마포구,,서울특별시 마포구 서교동 380-15,37.552218,126.915522,마카롱|에그타르트,4,카페,3.25,299838,커피 한잔의 낭만파,0.214000002,달달한거 먹고싶으면 여기로~,달달한게 땡긴다? 여기로 가자!
4835,리모트 커피,,서울양천구,070-8879-0401,서울특별시 양천구 목동 717-14 3층,37.539647,126.866805,카페,1,카페,5,125066,커피 한잔의 낭만파,0.213599995,분위기 좋은 카페 여기있지~,"분위기 좋은 카페, 여기있지~"
